NodeID,X,Y,Z,NormalX,NormalY,NormalZ,NodalArea,Pressure_Reconstructed,Pressure_RelativeToMax,IsActivePressureNode,FX_From_KU,FY_From_KU,FZ_From_KU,KU_ForceMagnitude,FX_From_Pressure,FY_From_Pressure,FZ_From_Pressure,PressureForceMagnitude,IsFixedNode
34,10.312744140651,11.35882976307,-3.6581977438476,0.0782646514038713,0.937957511222584,-0.337802237236176,2.0151133129955,0,0,0,6.38521856061623,0.126165331517238,-6.51352394289287,9.12211203134195,0,0,0,0,1
35,10.312744140639,11.82388646346,-1.2125136469771,0.0954864905810273,0.992130257759336,-0.0809930969584033,2.06268039551118,0,0,0,2.42045813526868,2.83889476530551,-5.30778571625493,6.4877215016327,0,0,0,0,1
36,10.31274414064,11.82379366388,1.280831410364,0.100062985079909,0.99192768931324,0.0778900390974048,2.14519220890576,0,0,0,-2.8457022400829,2.23017271756492,0.577472351227026,3.66130658451534,0,0,0,0,1
37,10.312744140652,11.3588557941,3.727178812075,0.0788002955389178,0.937350192568121,0.339359882595875,2.06615430853351,0,0,0,-5.84438930061098,-0.266714960778787,6.11564332768332,8.46339863641296,0,0,0,0,1
38,10.31274413718,10.19808578538,5.924500170208,0.0731713745978397,0.805013900534265,0.588726226599488,2.24676019247569,0,0,0,-13.4909789352724,-0.283081033697858,13.778862946482,19.285842258028,0,0,0,0,1
39,10.312742427756,8.445252473438,7.69178923014,0.0190455589873352,0.603169790092677,0.79738539678277,1.91824331511491,0,0,0,-8.70430516537915,-1.04336441603707,9.76545403089753,13.1231714972514,0,0,0,0,1
40,10.312661965828,6.308417996532,8.969615205704,0.0245206347455845,0.392664723257867,0.919354748495104,2.23557681137864,0,0,0,-6.99134506620258,1.82145194907788,5.13880138516268,8.86588251183517,0,0,0,0,1
41,10.312743010296,3.924623444604,9.690834721805,-0.0117594685603832,0.160517478775589,0.986962944545896,1.95317307103565,0,0,0,-1.5004081827309,-0.914109230348352,2.43011085738291,2.99870958563583,0,0,0,0,1
42,10.312745417721,1.441102301229,9.895929285108,-0.00493319859118831,-0.0176262498767604,0.999832475401225,2.44713182345471,0,0,0,-0.959792004058851,0.265117679887251,0.690148938533357,1.21152533304212,0,0,0,0,1
43,10.312755623951,-1.0346907618356,9.614869206794,0.00393513145775427,-0.219529120707846,0.975598011427683,1.82222100454877,0,0,0,-0.408921455764238,0.273906045042422,0.130341213016922,0.509146452708695,0,0,0,0,1
44,14.059468711656,-1.3213382053299,-9.3228367104515,0.0616705552503091,-0.359197092603266,-0.931221880799887,4.82260031130188,0,0,0,1.92435697563519e-09,-2.0481880339332e-08,-1.57975794945475e-08,2.59378890793167e-08,0,0,0,0,0
45,14.055859827227,-1.3082343524453,9.396771506921,0.06199557305639,-0.360543510494657,0.930679819251282,4.78003702673387,0,0,0,-2.81910283836569e-08,-9.0837742485958e-08,-2.48475130332215e-08,9.83037560076393e-08,0,0,0,0,0
46,12.438589825994,2.454488555049,9.862116025511,0.0100265018887188,0.0531067033686556,0.998538505675765,4.64039799141351,0,0,0,5.4287291488108e-08,-4.96734151123144e-08,-6.99594183799224e-09,7.39155016774944e-08,0,0,0,0,0
47,18.851618670862,-1.7551139607917,-8.9401954001253,0.0146232212466463,-0.520499713141239,-0.853736616305204,4.44800144005425,0,0,0,3.97074967582994e-08,2.74338096470719e-07,-1.69763782561019e-07,3.25050485837836e-07,0,0,0,0,0
48,21.422384684284,-1.5261818649078,-8.9113734708596,0.131797097783684,-0.354279158222976,-0.9258054887851,5.34264989114011,0,0,0,-2.28555422674987e-07,-4.50310423502805e-08,-1.03005932573438e-07,2.54706886743603e-07,0,0,0,0,0
49,18.758591711762,-1.6180512367974,9.08544869941,0.0137126887816736,-0.489384371477264,0.871960377035666,4.93755769860314,0,0,0,-7.62725017688752e-08,2.6460261984447e-07,1.14501242622772e-07,2.98232418621449e-07,0,0,0,0,0
50,21.372984584044,-1.6879999910574,8.917118887271,0.117165492302901,-0.392368598904276,0.912315258015185,4.98205560033036,0,0,0,6.14065865933711e-08,1.3537367324571e-06,4.85585730791716e-07,1.43950248753839e-06,0,0,0,0,0
51,23.992312649158,-1.3807503514847,8.516404667641,0.29265689094387,-0.186316199080459,0.937890301764166,5.63828802657755,0,0,0,-2.26770249638791e-07,3.4599333984141e-07,1.79195106131229e-07,4.50829261913238e-07,0,0,0,0,0
52,26.376736019175,-1.0990085341073,7.570497333826,0.477549250510671,-0.0479699566005668,0.87729447541885,5.19309636066779,0,0,0,-1.20689791330286e-06,-1.28235215426063e-06,6.41299035188114e-07,1.87411154235944e-06,0,0,0,0,0
53,23.975904377591,-1.2183761995184,-8.4837637315993,0.292114325761228,-0.160132083446494,-0.942882249560436,6.15806127980303,0,0,0,-5.08538616331849e-07,9.57329575261394e-08,-4.8829571920421e-07,7.11483684177346e-07,0,0,0,0,0
54,26.347576404538,-1.0982992856336,-7.5175564131394,0.478922718250623,-0.0479377449736091,-0.876547204975454,5.21296954422572,0,0,0,1.2722638105863e-06,-1.90152500080445e-07,9.62888024536035e-07,1.60684987625146e-06,0,0,0,0,0
55,28.449492663278,-1.0535224072735,-5.8683790891648,0.747346793660728,0.0889787208520861,-0.658449358144236,5.11249638788355,0,0,0,1.16831364201098e-07,-9.37539953744376e-07,6.08747408245569e-08,9.4675047747469e-07,0,0,0,0,0
56,29.716627269057,-0.9354070463398,-3.5364952600241,0.928398550637548,0.172889963339152,-0.32891517409613,5.19182106923655,0,0,0,-9.87027254970019e-07,2.44187178140981e-07,-2.25306012173465e-06,2.47186773355151e-06,0,0,0,0,0
