Node_ID,U1,U2,U3,RF1,RF2,RF3
143,1.214647549205e-03,2.012001117691e-03,3.495333017781e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
144,1.235749456100e-03,5.902993958443e-03,1.243234053254e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
145,1.055661006831e-03,9.433545055799e-04,1.572339097038e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
146,2.658435259946e-04,1.357226428809e-04,2.180227020290e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
147,1.440790598281e-03,3.966133575886e-03,9.305969625711e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
148,-2.011239295825e-03,5.639783921652e-04,1.473141461611e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
149,1.216925587505e-02,2.103150077164e-02,1.632694751024e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
150,5.541734280996e-04,-1.694048172794e-03,7.490585744381e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
151,8.061577565968e-03,4.278629645705e-02,9.950066357851e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
152,1.099998480640e-03,2.121475338936e-02,2.761415764689e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
153,2.872129529715e-02,2.267288230360e-02,9.689390659332e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
154,2.358612976968e-02,4.483036324382e-02,1.193965524435e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
155,-4.544136463664e-04,-8.685076609254e-04,2.542915521190e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
156,6.747427396476e-04,-1.474139466882e-02,2.422923780978e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
157,-2.023282833397e-02,-8.747410774231e-02,1.128941029310e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
158,5.710429977626e-04,6.203919765539e-04,3.092454513535e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
159,-1.853298768401e-02,-3.272372856736e-02,1.108387261629e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
160,-1.440943102352e-03,-3.191207535565e-03,5.612231325358e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
161,7.398297078907e-03,-9.606892243028e-03,4.738811403513e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
162,-8.975298143923e-03,8.871597237885e-03,4.924935474992e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
163,-3.856335068122e-03,-2.864726446569e-02,7.207203656435e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
