NodeID,X,Y,Z,U1_Completed,U2_Completed,U3_Completed,UR1_Completed,UR2_Completed,UR3_Completed,U_Magnitude,IsMeasuredNode,IsFixedNode
145,15.745363629618,-0.850736957896,-9.4252877743033,0.00496926525345187,-0.308369461176038,-0.520848271385038,-0.421562078986256,-0.984139437116093,-1.27425015478723,0.605309292831311,0,0
146,11.745155951144,-1.346565006326,-9.4136115187771,-0.0116441948926404,-0.0676862246281198,-0.135384980233235,-0.00929840648891539,0.267659096864773,0.309029046408664,0.151809436965755,0,0
147,26.94095289758,4.838453627963,0.033536563491,-3.900079,-7.44504,-0.998251,-17.3324646490985,-28.5554137597826,7.18478189148203,8.46379004151462,1,0
148,24.138666438976,6.93874765518,0.033536563504,-6.554801,-14.338407,-1.592608,3.00442099820025,-16.4610037005076,3.94136332021799,15.845874279727,1,0
149,18.429254777268,9.959433626571,0.033536563525,-11.507624,-29.300049,-2.172851,-32.4025133446636,-95.3034369459114,1.75238383460275,31.5537567176395,1,0
150,14.611785826102,11.15670859888,0.033536563716,-2.804745,-7.631829,-1.173124,7.23173161875395,43.2129625099167,-4.39878094914686,8.21508541158532,1,0
151,15.756608489066,10.60264896332,2.464406212461,-2.42704131513017,-7.27105430135248,-0.350272300490627,-51.044868545394,-125.962952732364,-34.8998309209591,7.67342497735244,0,0
152,11.737468268562,11.51165743305,2.586527927404,-0.286079415835071,-2.18941085178481,-0.0761827953908171,25.9148472378098,131.672404070448,23.0973258821912,2.20933590211882,0,0
153,26.752859526186,4.565791238715,2.064112499464,-1.10801102308695,-4.0873014588127,0.309026210364922,7.37667118848196,25.1200138278152,1.74210816753032,4.24608276428841,0,0
154,19.74470497762,7.30058417957,6.290288024732,-5.38847402833689,-12.6814858487217,-0.957435508639697,13.8193866763982,26.2007125192134,10.3713677858201,13.8120388950579,0,0
155,12.265990686218,0.249962093716,9.796708289038,-0.028248,-0.15726,0.766577,2.07930454171766,-3.35655496854431,19.600495906846,0.783051054550723,1,0
156,11.737470581794,11.5116505761,-2.5175037871282,-0.148150949948762,-0.362814222901508,-0.713911539449924,12.8108461035973,67.884935695601,-15.222484748183,0.814403186677278,0,0
157,15.75660168892,10.60266178046,-2.3952982983475,0.344147982692068,1.64812348788946,-3.76242888778719,9.17084528014483,35.516484421593,-9.78232355423636,4.12196797670475,0,0
158,12.265990587748,0.249962087824,-9.7276494409661,-0.02872,-0.150949,-0.492629,-0.496902243317338,0.880185593656887,3.23141096833493,0.516036598161409,1,0
159,19.744704255248,7.300584408461,-6.2212293309665,-1.63791856698425,-4.59942973731754,-2.4655212446962,6.2367948729161,-11.7376751263653,9.65262564078058,5.46958189888779,0,0
160,17.259672164338,-0.7399865902542,9.493310903205,-0.019218,-0.382009,0.772733,0.363097126986912,0.16597082394394,-6.77488725470016,0.862216038411488,1,0
161,23.747320479777,1.358324898252,8.396166505888,1.82830120146398,-1.9433679225818,5.84732623285396,10.7887142429279,11.6852964255004,28.2763919584174,6.42733134661786,0,0
162,23.747319688874,1.358324301377,-8.3271082052576,1.67293749969135,-1.28028383864205,-5.0550219926349,-1.88419002885536,-1.2168599692895,1.91784322428112,5.47641250559014,0,0
163,15.738665092575,8.436976193348,-6.7218684758123,-0.272641668112676,-1.28037916662715,-3.76448716517819,16.5006284923447,57.9948687283658,-56.4439571500385,3.98560759562647,0,0
